0,0.009944881,0.010943773,0.29003823,0.0,4.2083874,0.0,3.2083874,2.5561683,2.0,0.02,800.0,0.0,0.0,false,false
177,0.011848737,0.013000001,0.28099558,0.0,7.5115576,0.0,0.7849017,3.1387475,2.0,0.02,800.0,0.0,0.0,false,false
312,0.0141715435,0.014211035,0.008432734,0.0,10.08801,0.0,0.34299842,3.5780456,2.0,0.02,800.0,0.0,0.0,false,false
410,0.014717851,0.015270297,0.11166167,0.0,11.956253,0.0,0.18519443,3.805725,2.0,0.02,800.0,0.0,0.0,false,false
491,0.014843083,0.0157569,0.18104236,0.0,13.252193,0.0,0.108390175,3.905317,2.0,0.02,800.0,0.0,0.0,false,false
558,0.015209952,0.01613665,0.17922142,0.0,14.18051,0.0,0.07004999,4.020891,2.0,0.02,800.0,0.0,0.0,false,false
624,0.016035499,0.016530508,0.09212952,3.4202986,14.90687,0.0,0.05122244,4.200872,2.0,0.02,800.0,0.0,0.0,false,false
675,0.01649406,0.016795535,0.054887272,3.4202986,15.452403,0.0,0.036596093,4.305587,2.0,0.02,800.0,0.0,0.0,false,false
725,0.016595641,0.016999066,0.07278235,3.4202986,15.840293,0.0,0.025102235,4.349663,2.0,0.02,800.0,0.0,0.0,false,false
792,0.016188895,0.016636906,0.08272202,3.2713892,16.026268,0.0,0.011740633,4.2387776,2.0,0.02,800.0,0.0,0.0,false,false
841,0.0173474,0.017254746,-0.016228579,3.2713892,16.308159,0.0,0.017589303,4.4907618,2.0,0.02,800.0,0.0,0.0,false,false
892,0.01721487,0.01732817,0.01987869,3.2713892,16.489037,0.0,0.011091239,4.4825773,2.0,0.02,800.0,0.0,0.0,false,false
942,0.0170793,0.017218392,0.024578491,3.5950043,16.586834,0.0,0.0059310556,4.4484053,2.0,0.02,800.0,0.0,0.0,false,false
975,0.01701062,0.017156778,0.02592428,3.5950043,16.639853,0.0,0.003196425,4.430153,2.0,0.02,800.0,0.0,0.0,false,false
1008,0.016817918,0.017035004,0.03886505,3.5950043,16.646896,0.0,4.2331134E-4,4.3858995,2.0,0.02,800.0,0.0,0.0,false,false
1041,0.016699193,0.016869586,0.030763336,3.7684674,16.625956,0.0,0.001257939,4.345383,2.0,0.02,800.0,0.0,0.0,false,false
1092,0.01645377,0.01682305,0.06725899,3.7684674,16.585962,0.0,0.002405473,4.3039446,2.0,0.02,800.0,0.0,0.0,false,false
1142,0.016225224,0.016865652,0.11731022,3.7684674,16.54336,0.0,0.0025685902,4.278283,2.0,0.02,800.0,0.0,0.0,false,false
1191,0.015901238,0.016652033,0.13980484,3.9547644,16.466091,0.0,0.0046706717,4.2004595,2.0,0.02,800.0,0.0,0.0,false,false
1225,0.015918162,0.016475871,0.104353264,3.9547644,16.39951,0.4043566,0.004043566,4.175785,2.0,0.02,800.0,0.0,0.0,false,false
1258,0.015575784,0.01624031,0.1266025,3.9547644,16.301445,0.5979717,0.005979717,4.0900936,2.0,0.02,800.0,0.0,0.0,false,false
1308,0.01556444,0.016157854,0.11338553,3.6933765,16.227509,0.45355773,0.0045355773,4.075507,2.0,0.02,800.0,0.0,0.0,false,false
1357,0.015529056,0.016208677,0.12979953,3.6933765,16.18052,0.28956658,0.0028956658,4.078369,2.0,0.02,800.0,0.0,0.0,false,false
1392,0.015405923,0.016213663,0.15485391,3.6933765,16.138802,0.25782567,0.0025782567,4.0614185,2.0,0.02,800.0,0.0,0.0,false,false
1441,0.015230629,0.016095305,0.16733079,3.6957588,16.083328,0.34372643,0.0034372644,4.0171824,2.0,0.02,800.0,0.0,0.0,false,false
1474,0.015035926,0.015997833,0.18791117,3.6957588,16.018929,0.4004129,0.0040041287,3.9731877,2.0,0.02,800.0,0.0,0.0,false,false
1525,0.015303602,0.016203724,0.17319073,3.6957588,16.021875,0.018396072,1.8396071E-4,4.045149,2.0,0.02,800.0,0.0,0.0,false,false
1575,0.016205393,0.01636685,0.030041166,3.7370698,16.122116,0.62564903,0.0062564905,4.2007847,2.0,0.02,800.0,0.0,0.0,false,false
1608,0.01635546,0.016386801,0.005801861,3.7370698,16.20398,0.50777084,0.0050777085,4.225649,2.0,0.02,800.0,0.0,0.0,false,false
1659,0.016313719,0.016673876,0.06617138,3.7370698,16.280994,0.47528398,0.00475284,4.262042,2.0,0.02,800.0,0.0,0.0,false,false
1708,0.016113136,0.016778028,0.12253069,3.8535345,16.323841,0.2631699,0.0026316992,4.249404,2.0,0.02,800.0,0.0,0.0,false,false
1759,0.016090816,0.016685138,0.10990803,3.8535345,16.341242,0.106597096,0.001065971,4.2321796,2.0,0.02,800.0,0.0,0.0,false,false
